function,dim,F,CR,mode,best_fitness,iteration
function 24,10,0.4,0.1,MSR,2767.8068388187708,1
function 24,10,0.4,0.2,normal,2769.885612952176,1
function 24,10,0.4,0.2,PSR,2681.6394571816104,1
function 24,10,0.4,0.2,MSR,2765.8896712912824,1
function 24,10,0.4,0.3,normal,2768.4780276478887,1
function 24,10,0.4,0.3,PSR,2775.1758324594725,1
function 24,10,0.4,0.3,MSR,2762.1518525466586,1
function 24,10,0.4,0.4,normal,2771.5142428342124,1
function 24,10,0.4,0.4,PSR,2762.8283497232724,1
function 24,10,0.4,0.4,MSR,2758.0834749120054,1
function 24,10,0.4,0.5,normal,2768.6426060189165,1
function 24,10,0.4,0.5,PSR,2760.743979946198,1
function 24,10,0.4,0.5,MSR,2759.2534277063796,1
function 24,10,0.4,0.6,normal,2773.9075564799855,1
function 24,10,0.4,0.6,PSR,2760.7923204832455,1
function 24,10,0.4,0.6,MSR,2757.3778627415973,1
function 24,10,0.4,0.7,normal,2773.1229249982484,1
function 24,10,0.4,0.7,PSR,2747.791903934459,1
function 24,10,0.4,0.7,MSR,2747.255955472533,1
function 24,10,0.4,0.8,normal,2765.978954145619,1
function 24,10,0.4,0.8,PSR,2753.9891459412456,1
function 24,10,0.4,0.8,MSR,2490.6850068670533,1
function 24,10,0.4,0.9,normal,2756.7102872045734,1
function 24,10,0.4,0.9,PSR,2739.1310286156436,1
function 24,10,0.4,0.9,MSR,2760.2304297508604,1
function 24,10,0.4,1.0,normal,2767.7201995778673,1
function 24,10,0.4,1.0,PSR,2769.1551870640596,1
function 24,10,0.4,1.0,MSR,2609.884346876298,1
function 24,10,0.5,0.0,normal,2883.3809152691883,1
function 24,10,0.5,0.0,PSR,2963.2763993162084,1
function 24,10,0.5,0.0,MSR,3029.068523432075,1
function 24,10,0.5,0.1,normal,2700.4206647052183,1
function 24,10,0.5,0.1,PSR,2728.073648166118,1
function 24,10,0.5,0.1,MSR,2646.153282092507,1
function 24,10,0.5,0.2,normal,2773.281825550099,1
function 24,10,0.5,0.2,PSR,2506.129386670558,1
function 24,10,0.5,0.2,MSR,2762.668857149545,1
function 24,10,0.5,0.3,normal,2770.898597841623,1
function 24,10,0.5,0.3,PSR,2727.8404679159416,1
function 24,10,0.5,0.3,MSR,2774.3134037937125,1
function 24,10,0.5,0.4,normal,2768.4776001537375,1
function 24,10,0.5,0.4,PSR,2767.0597533373857,1
function 24,10,0.5,0.4,MSR,2771.8511359618446,1
function 24,10,0.5,0.5,normal,2771.2012559067794,1
function 24,10,0.5,0.5,PSR,2763.8046316861764,1
function 24,10,0.5,0.5,MSR,2762.6847124333963,1
function 24,10,0.5,0.6,normal,2769.9574320493325,1
function 24,10,0.5,0.6,PSR,2753.5392562340876,1
function 24,10,0.5,0.6,MSR,2660.7129147967516,1
function 24,10,0.5,0.7,normal,2773.5399176751116,1
function 24,10,0.5,0.7,PSR,2758.2193317800443,1
function 24,10,0.5,0.7,MSR,2742.7145887608076,1
function 24,10,0.5,0.8,normal,2771.842383879849,1
function 24,10,0.5,0.8,PSR,2754.060577281742,1
function 24,10,0.5,0.8,MSR,2746.6759935954206,1
function 24,10,0.5,0.9,normal,2772.0611573296787,1
function 24,10,0.5,0.9,PSR,2754.990833243489,1
function 24,10,0.5,0.9,MSR,2744.1290315960905,1
function 24,10,0.5,1.0,normal,2768.5717050703133,1
function 24,10,0.5,1.0,PSR,2710.645054829308,1
function 24,10,0.5,1.0,MSR,2771.059441051021,1
function 24,10,0.6,0.0,normal,2937.291430887044,1
function 24,10,0.6,0.0,PSR,2978.891016429377,1
function 24,10,0.6,0.0,MSR,2873.2728128272256,1
function 24,10,0.6,0.1,normal,2785.958722515532,1
function 24,10,0.6,0.1,PSR,2685.2907881530914,1
function 24,10,0.6,0.1,MSR,2766.7821929761635,1
function 24,10,0.6,0.2,normal,2706.0251477206552,1
function 24,10,0.6,0.2,PSR,2753.955357086146,1
function 24,10,0.6,0.2,MSR,2760.3676458001223,1
function 24,10,0.6,0.3,normal,2747.419375699994,1
function 24,10,0.6,0.3,PSR,2709.36181747979,1
function 24,10,0.6,0.3,MSR,2761.382190638282,1
function 24,10,0.6,0.4,normal,2772.2610067081314,1
function 24,10,0.6,0.4,PSR,2769.08779143226,1
function 24,10,0.6,0.4,MSR,2757.979063333297,1
function 24,10,0.6,0.5,normal,2772.5263252505415,1
function 24,10,0.6,0.5,PSR,2767.1869803353397,1
function 24,10,0.6,0.5,MSR,2769.660685589492,1
function 24,10,0.6,0.6,normal,2773.923745576175,1
function 24,10,0.6,0.6,PSR,2732.303806550129,1
function 24,10,0.6,0.6,MSR,2766.8245455294327,1
function 24,10,0.6,0.7,normal,2772.6783071642494,1
function 24,10,0.6,0.7,PSR,2660.065217030084,1
function 24,10,0.6,0.7,MSR,2753.9236960481385,1
function 24,10,0.6,0.8,normal,2778.014008783947,1
function 24,10,0.6,0.8,PSR,2740.303540392517,1
function 24,10,0.6,0.8,MSR,2737.8254898295327,1
function 24,10,0.6,0.9,normal,2774.5026634244205,1
function 24,10,0.6,0.9,PSR,2581.131659237581,1
function 24,10,0.6,0.9,MSR,2748.201109171947,1
function 24,10,0.6,1.0,normal,2774.773219910246,1
function 24,10,0.6,1.0,PSR,2774.6935895621064,1
function 24,10,0.6,1.0,MSR,2754.2951897128246,1
function 24,10,0.7,0.0,normal,3011.06556180696,1
function 24,10,0.7,0.0,PSR,2982.2823194435387,1
function 24,10,0.7,0.0,MSR,2898.6363081036548,1
function 24,10,0.7,0.1,normal,2628.9685281373313,1
function 24,10,0.7,0.1,PSR,2786.3765016627444,1
function 24,10,0.7,0.1,MSR,2681.8957604974985,1
function 24,10,0.7,0.2,normal,2653.9729692581673,1
function 24,10,0.7,0.2,PSR,2535.417832920806,1
function 24,10,0.7,0.2,MSR,2763.086462798471,1
function 24,10,0.7,0.3,normal,2777.0861101641026,1
function 24,10,0.7,0.3,PSR,2765.0127458456914,1
function 24,10,0.7,0.3,MSR,2771.591138557771,1
function 24,10,0.7,0.4,normal,2776.37997464997,1
function 24,10,0.7,0.4,PSR,2767.530433050242,1
function 24,10,0.7,0.4,MSR,2759.789359379564,1
function 24,10,0.7,0.5,normal,2737.1651969013656,1
function 24,10,0.7,0.5,PSR,2759.274802487048,1
function 24,10,0.7,0.5,MSR,2764.880730263734,1
function 24,10,0.7,0.6,normal,2767.487423251705,1
function 24,10,0.7,0.6,PSR,2759.260018336931,1
function 24,10,0.7,0.6,MSR,2767.7057729265402,1
function 24,10,0.7,0.7,normal,2774.2276189498675,1
function 24,10,0.7,0.7,PSR,2754.159818661781,1
function 24,10,0.7,0.7,MSR,2753.410995121057,1
function 24,10,0.7,0.8,normal,2776.6795835445682,1
function 24,10,0.7,0.8,PSR,2744.84099704974,1
function 24,10,0.7,0.8,MSR,2751.0027639804757,1
function 24,10,0.7,0.9,normal,2772.8239961335275,1
function 24,10,0.7,0.9,PSR,2633.299293705102,1
function 24,10,0.7,0.9,MSR,2747.982478324602,1
function 24,10,0.7,1.0,normal,2786.9644787840843,1
function 24,10,0.7,1.0,PSR,2758.8904691646535,1
function 24,10,0.7,1.0,MSR,2762.81152604005,1
function 24,10,0.8,0.0,normal,2933.367572831088,1
function 24,10,0.8,0.0,PSR,2886.523964237651,1
function 24,10,0.8,0.0,MSR,2911.3839256633155,1
function 24,10,0.8,0.1,normal,2783.050512616095,1
function 24,10,0.8,0.1,PSR,2638.6453625366958,1
function 24,10,0.8,0.1,MSR,2780.057136200123,1
function 24,10,0.8,0.2,normal,2783.749181572749,1
function 24,10,0.8,0.2,PSR,2729.206138102263,1
function 24,10,0.8,0.2,MSR,2771.2884435147917,1
function 24,10,0.8,0.3,normal,2775.399192019064,1
function 24,10,0.8,0.3,PSR,2769.1318258111723,1
function 24,10,0.8,0.3,MSR,2763.8438340478706,1
function 24,10,0.8,0.4,normal,2608.9291979368186,1
function 24,10,0.8,0.4,PSR,2767.7611331649982,1
function 24,10,0.8,0.4,MSR,2766.89675365228,1
function 24,10,0.8,0.5,normal,2773.040911004669,1
function 24,10,0.8,0.5,PSR,2769.4380941641894,1
function 24,10,0.8,0.5,MSR,2763.9894517444077,1
function 24,10,0.8,0.6,normal,2779.9396236704265,1
function 24,10,0.8,0.6,PSR,2753.4035718578166,1
function 24,10,0.8,0.6,MSR,2756.185368018735,1
function 24,10,0.8,0.7,normal,2776.03920123709,1
function 24,10,0.8,0.7,PSR,2751.2830601742344,1
function 24,10,0.8,0.7,MSR,2747.553737354384,1
function 24,10,0.8,0.8,normal,2780.4069763780185,1
function 24,10,0.8,0.8,PSR,2760.976733893586,1
function 24,10,0.8,0.8,MSR,2561.4511716808092,1
function 24,10,0.8,0.9,normal,2783.7829882266255,1
function 24,10,0.8,0.9,PSR,2749.5878816953204,1
function 24,10,0.8,0.9,MSR,2738.130780776231,1
function 24,10,0.8,1.0,normal,2777.085984168848,1
function 24,10,0.8,1.0,PSR,2775.4419132334174,1
function 24,10,0.8,1.0,MSR,2741.881294849897,1
function 24,10,0.9,0.0,normal,2945.5400360934364,1
function 24,10,0.9,0.0,PSR,2924.3246817654194,1
function 24,10,0.9,0.0,MSR,2992.8008658898734,1
function 24,10,0.9,0.1,normal,2782.433148422646,1
function 24,10,0.9,0.1,PSR,2689.5435822647905,1
function 24,10,0.9,0.1,MSR,2699.8583909061545,1
function 24,10,0.9,0.2,normal,2774.5977321043765,1
function 24,10,0.9,0.2,PSR,2650.0316891580774,1
function 24,10,0.9,0.2,MSR,2634.8257653571654,1
function 24,10,0.9,0.3,normal,2767.493534608488,1
function 24,10,0.9,0.3,PSR,2770.9770396316862,1
function 24,10,0.9,0.3,MSR,2766.9586140584265,1
function 24,10,0.9,0.4,normal,2697.2780730804375,1
function 24,10,0.9,0.4,PSR,2761.876546740009,1
function 24,10,0.9,0.4,MSR,2770.8486052930407,1
function 24,10,0.9,0.5,normal,2780.0938232234303,1
function 24,10,0.9,0.5,PSR,2764.30484801088,1
function 24,10,0.9,0.5,MSR,2767.354149824672,1
function 24,10,0.9,0.6,normal,2784.477787330713,1
function 24,10,0.9,0.6,PSR,2761.4457131207355,1
function 24,10,0.9,0.6,MSR,2756.187594546195,1
function 24,10,0.9,0.7,normal,2784.398060640519,1
function 24,10,0.9,0.7,PSR,2755.7557867437886,1
function 24,10,0.9,0.7,MSR,2746.4826858810725,1
function 24,10,0.9,0.8,normal,2788.495758421684,1
function 24,10,0.9,0.8,PSR,2754.9958889536138,1
function 24,10,0.9,0.8,MSR,2742.6890752660206,1
function 24,10,0.9,0.9,normal,2779.4573210850117,1
function 24,10,0.9,0.9,PSR,2740.808586644205,1
function 24,10,0.9,0.9,MSR,2739.801504259018,1
function 24,10,0.9,1.0,normal,2783.2285115998607,1
function 24,10,0.9,1.0,PSR,2748.2972135331265,1
function 24,10,0.9,1.0,MSR,2780.130664034697,1
function 24,10,1.0,0.0,normal,2903.9840285987793,1
function 24,10,1.0,0.0,PSR,2998.5690614492523,1
function 24,10,1.0,0.0,MSR,2849.5074729746916,1
function 24,10,1.0,0.1,normal,2676.062094012468,1
function 24,10,1.0,0.1,PSR,2711.493770622737,1
function 24,10,1.0,0.1,MSR,2670.1979616537615,1
function 24,10,1.0,0.2,normal,2778.055734544222,1
function 24,10,1.0,0.2,PSR,2772.2795908817907,1
function 24,10,1.0,0.2,MSR,2761.045997692507,1
function 24,10,1.0,0.3,normal,2784.5209630264544,1
function 24,10,1.0,0.3,PSR,2776.174282188303,1
function 24,10,1.0,0.3,MSR,2764.079557009156,1
function 24,10,1.0,0.4,normal,2784.453611890689,1
function 24,10,1.0,0.4,PSR,2771.2837396403324,1
function 24,10,1.0,0.4,MSR,2765.8544232783647,1
function 24,10,1.0,0.5,normal,2774.629044682746,1
function 24,10,1.0,0.5,PSR,2755.750903460882,1
function 24,10,1.0,0.5,MSR,2774.347931640764,1
function 24,10,1.0,0.6,normal,2780.8406873941926,1
function 24,10,1.0,0.6,PSR,2757.15037290353,1
function 24,10,1.0,0.6,MSR,2766.807610724697,1
function 24,10,1.0,0.7,normal,2776.695795039485,1
function 24,10,1.0,0.7,PSR,2751.706736654634,1
function 24,10,1.0,0.7,MSR,2756.5053894163193,1
function 24,10,1.0,0.8,normal,2781.4965495950523,1
function 24,10,1.0,0.8,PSR,2743.6964670483867,1
function 24,10,1.0,0.8,MSR,2749.8441362588296,1
function 24,10,1.0,0.9,normal,2775.311696849186,1
function 24,10,1.0,0.9,PSR,2738.9876817731974,1
function 24,10,1.0,0.9,MSR,2752.061050286062,1
function 24,10,1.0,1.0,normal,2788.774310817172,1
function 24,10,1.0,1.0,PSR,2764.0319142912326,1
function 24,10,1.0,1.0,MSR,2765.481719380435,1
function 24,30,0.0,0.0,normal,4134.63652452765,1
function 24,30,0.0,0.0,PSR,4517.694206742514,1
function 24,30,0.0,0.0,MSR,3948.2895779968094,1
function 24,30,0.0,0.1,normal,3087.698537858118,1
function 24,30,0.0,0.1,PSR,3102.2500426894994,1
function 24,30,0.0,0.1,MSR,3090.4040389456195,1
function 24,30,0.0,0.2,normal,3045.725746832673,1
function 24,30,0.0,0.2,PSR,3069.597836508772,1
function 24,30,0.0,0.2,MSR,3043.5633181721987,1
function 24,30,0.0,0.3,normal,3051.2680189951716,1
function 24,30,0.0,0.3,PSR,3050.1153259370203,1
function 24,30,0.0,0.3,MSR,3029.6727965866235,1
function 24,30,0.0,0.4,normal,3036.0804530435566,1
function 24,30,0.0,0.4,PSR,3023.456204071926,1
function 24,30,0.0,0.4,MSR,3055.7620618124793,1
function 24,30,0.0,0.5,normal,3053.3867844354245,1
function 24,30,0.0,0.5,PSR,3027.865899239331,1
function 24,30,0.0,0.5,MSR,2999.1096159814774,1
function 24,30,0.0,0.6,normal,3053.312090557527,1
function 24,30,0.0,0.6,PSR,3030.5930593019,1
function 24,30,0.0,0.6,MSR,3053.5554177445706,1
function 24,30,0.0,0.7,normal,3044.278413120241,1
function 24,30,0.0,0.7,PSR,3034.646472969939,1
function 24,30,0.0,0.7,MSR,3011.142312076316,1
function 24,30,0.0,0.8,normal,3034.294358013344,1
function 24,30,0.0,0.8,PSR,3021.283945342587,1
function 24,30,0.0,0.8,MSR,2999.258708665733,1
function 24,30,0.0,0.9,normal,3078.2510640699434,1
function 24,30,0.0,0.9,PSR,3073.2442249949795,1
function 24,30,0.0,0.9,MSR,3031.5718121310456,1
function 24,30,0.0,1.0,normal,4280.78688808219,1
function 24,30,0.0,1.0,PSR,3948.982877984182,1
function 24,30,0.0,1.0,MSR,3732.072795508545,1
function 24,30,0.1,0.0,normal,4142.469112738771,1
function 24,30,0.1,0.0,PSR,4109.723794518853,1
function 24,30,0.1,0.0,MSR,3749.820279024455,1
function 24,30,0.1,0.1,normal,3106.7195036786666,1
function 24,30,0.1,0.1,PSR,3085.112724301505,1
function 24,30,0.1,0.1,MSR,3096.9887462220736,1
function 24,30,0.1,0.2,normal,3061.6712346610543,1
function 24,30,0.1,0.2,PSR,3065.99999422549,1
function 24,30,0.1,0.2,MSR,3075.1200303552782,1
function 24,30,0.1,0.3,normal,3058.2121608513535,1
function 24,30,0.1,0.3,PSR,3055.619834313782,1
function 24,30,0.1,0.3,MSR,3021.848917271193,1
function 24,30,0.1,0.4,normal,3053.6310576838,1
function 24,30,0.1,0.4,PSR,3017.076553846202,1
function 24,30,0.1,0.4,MSR,3011.943882938078,1
function 24,30,0.1,0.5,normal,3040.4706751000376,1
function 24,30,0.1,0.5,PSR,3033.3973388457384,1
function 24,30,0.1,0.5,MSR,3047.4711113639005,1
function 24,30,0.1,0.6,normal,3024.3192608464715,1
function 24,30,0.1,0.6,PSR,3031.322441778467,1
function 24,30,0.1,0.6,MSR,3029.5443229522393,1
function 24,30,0.1,0.7,normal,3029.270705278291,1
function 24,30,0.1,0.7,PSR,3053.5577035650526,1
function 24,30,0.1,0.7,MSR,3034.5084916525107,1
function 24,30,0.1,0.8,normal,2973.1992907989006,1
function 24,30,0.1,0.8,PSR,3009.1583115450603,1
function 24,30,0.1,0.8,MSR,3027.6593590699813,1
function 24,30,0.1,0.9,normal,2946.559543139509,1
function 24,30,0.1,0.9,PSR,2927.9596611076668,1
function 24,30,0.1,0.9,MSR,2929.9128467328087,1
function 24,30,0.1,1.0,normal,3724.3284989459175,1
function 24,30,0.1,1.0,PSR,3553.025146666225,1
function 24,30,0.1,1.0,MSR,3730.1766241763107,1
function 24,30,0.2,0.0,normal,4253.6269479253915,1
function 24,30,0.2,0.0,PSR,3843.650681693801,1
function 24,30,0.2,0.0,MSR,3790.1899898547244,1
function 24,30,0.2,0.1,normal,3101.41163585717,1
function 24,30,0.2,0.1,PSR,3077.362554175289,1
function 24,30,0.2,0.1,MSR,3081.552326691907,1
function 24,30,0.2,0.2,normal,3032.3264848880995,1
function 24,30,0.2,0.2,PSR,3066.028803789116,1
function 24,30,0.2,0.2,MSR,3062.412561226046,1
function 24,30,0.2,0.3,normal,3047.913660905005,1
function 24,30,0.2,0.3,PSR,3023.8945907551824,1
function 24,30,0.2,0.3,MSR,3054.253004624615,1
function 24,30,0.2,0.4,normal,3026.4171889223235,1
function 24,30,0.2,0.4,PSR,3051.8191707267706,1
function 24,30,0.2,0.4,MSR,3028.7625533265523,1
function 24,30,0.2,0.5,normal,3040.5154209293314,1
function 24,30,0.2,0.5,PSR,3043.872589866809,1
function 24,30,0.2,0.5,MSR,3022.1318097810263,1
function 24,30,0.2,0.6,normal,3043.4213247498874,1
function 24,30,0.2,0.6,PSR,3050.369501669206,1
function 24,30,0.2,0.6,MSR,3051.0970443224787,1
function 24,30,0.2,0.7,normal,3025.8653223380065,1
function 24,30,0.2,0.7,PSR,3021.933407882435,1
function 24,30,0.2,0.7,MSR,3017.2992602635413,1
function 24,30,0.2,0.8,normal,3040.7375467309907,1
function 24,30,0.2,0.8,PSR,3008.4503875613755,1
function 24,30,0.2,0.8,MSR,3005.966633590967,1
function 24,30,0.2,0.9,normal,3034.352800687538,1
function 24,30,0.2,0.9,PSR,3009.198643235586,1
function 24,30,0.2,0.9,MSR,2968.167207219547,1
function 24,30,0.2,1.0,normal,3416.8669478871548,1
function 24,30,0.2,1.0,PSR,3910.3591730053854,1
function 24,30,0.2,1.0,MSR,3461.830173680627,1
function 24,30,0.3,0.0,normal,4275.628744209623,1
function 24,30,0.3,0.0,PSR,3877.93427759879,1
function 24,30,0.3,0.0,MSR,4205.69704461204,1
function 24,30,0.3,0.1,normal,3113.4082236239888,1
function 24,30,0.3,0.1,PSR,3086.7368824138134,1
function 24,30,0.3,0.1,MSR,3063.7280650427538,1
function 24,30,0.3,0.2,normal,3069.7315650415603,1
function 24,30,0.3,0.2,PSR,3036.835532824872,1
function 24,30,0.3,0.2,MSR,3065.8107111699337,1
function 24,30,0.3,0.3,normal,3058.5439969802073,1
function 24,30,0.3,0.3,PSR,3058.478238959481,1
function 24,30,0.3,0.3,MSR,3040.718735509849,1
function 24,30,0.3,0.4,normal,3008.349189499894,1
function 24,30,0.3,0.4,PSR,3050.1711254611555,1
function 24,30,0.3,0.4,MSR,3032.551908603251,1
function 24,30,0.3,0.5,normal,3060.568373572286,1
function 24,30,0.3,0.5,PSR,3019.7035070733373,1
function 24,30,0.3,0.5,MSR,3026.170761403947,1
function 24,30,0.3,0.6,normal,3037.066977696416,1
function 24,30,0.3,0.6,PSR,3034.3942507690354,1
function 24,30,0.3,0.6,MSR,3003.0950919508005,1
function 24,30,0.3,0.7,normal,3028.211391539384,1
function 24,30,0.3,0.7,PSR,3044.153195709305,1
function 24,30,0.3,0.7,MSR,3038.749549688684,1
function 24,30,0.3,0.8,normal,3030.792130951104,1
function 24,30,0.3,0.8,PSR,3028.851594275212,1
function 24,30,0.3,0.8,MSR,3028.104241568085,1
function 24,30,0.3,0.9,normal,3048.2579669677107,1
function 24,30,0.3,0.9,PSR,2946.2631310541724,1
function 24,30,0.3,0.9,MSR,2950.425433588034,1
function 24,30,0.3,1.0,normal,3498.6321318421797,1
function 24,30,0.3,1.0,PSR,3740.225502806443,1
function 24,30,0.3,1.0,MSR,3547.463505707339,1
function 24,30,0.4,0.0,normal,4164.18893134987,1
function 24,30,0.4,0.0,PSR,3915.143693234557,1
function 24,30,0.4,0.0,MSR,4000.133983413058,1
function 24,30,0.4,0.1,normal,3116.7673567243387,1
function 24,30,0.4,0.1,PSR,3073.8621778060437,1
function 24,30,0.4,0.1,MSR,3093.7204461731026,1
function 24,30,0.4,0.2,normal,3028.7304666023183,1
function 24,30,0.4,0.2,PSR,3067.064958157661,1
function 24,30,0.4,0.2,MSR,3071.9659384870247,1
function 24,30,0.4,0.3,normal,3082.1916624371133,1
function 24,30,0.4,0.3,PSR,3055.9730656777747,1
function 24,30,0.4,0.3,MSR,3052.0740875191404,1
function 24,30,0.4,0.4,normal,3066.756512565962,1
function 24,30,0.4,0.4,PSR,3046.696235492328,1
function 24,30,0.4,0.4,MSR,3053.1700984815407,1
function 24,30,0.4,0.5,normal,3042.6683151375028,1
function 24,30,0.4,0.5,PSR,3022.211169823563,1
function 24,30,0.4,0.5,MSR,3040.293003013209,1
function 24,30,0.4,0.6,normal,3062.984634303215,1
function 24,30,0.4,0.6,PSR,3053.6230090412223,1
function 24,30,0.4,0.6,MSR,3032.0476029292095,1
function 24,30,0.4,0.7,normal,3053.4880467774274,1
function 24,30,0.4,0.7,PSR,3038.597976831938,1
function 24,30,0.4,0.7,MSR,3033.5455872105267,1
function 24,30,0.4,0.8,normal,3044.711141746461,1
function 24,30,0.4,0.8,PSR,3048.9118866492945,1
function 24,30,0.4,0.8,MSR,3030.4178581145766,1
function 24,30,0.4,0.9,normal,3049.045439953449,1
function 24,30,0.4,0.9,PSR,3003.2125086931965,1
function 24,30,0.4,0.9,MSR,2960.904960795161,1
function 24,30,0.4,1.0,normal,3270.447363855077,1
function 24,30,0.4,1.0,PSR,3803.3497721918493,1
function 24,30,0.4,1.0,MSR,3613.7489189443686,1
function 24,30,0.5,0.0,normal,4054.3661313693015,1
function 24,30,0.5,0.0,PSR,4480.5722540886045,1
function 24,30,0.5,0.0,MSR,4192.566267247148,1
function 24,30,0.5,0.1,normal,3105.3398338826555,1
function 24,30,0.5,0.1,PSR,3058.4673850614085,1
function 24,30,0.5,0.1,MSR,3093.391499766221,1
function 24,30,0.5,0.2,normal,3074.0052833531736,1
function 24,30,0.5,0.2,PSR,3075.2984866101233,1
function 24,30,0.5,0.2,MSR,3062.232764255659,1
function 24,30,0.5,0.3,normal,3082.335647327237,1
function 24,30,0.5,0.3,PSR,3045.6006843910245,1
function 24,30,0.5,0.3,MSR,3063.380336437696,1
function 24,30,0.5,0.4,normal,3055.4950138440354,1
function 24,30,0.5,0.4,PSR,3047.0695335083974,1
function 24,30,0.5,0.4,MSR,3034.140270834364,1
function 24,30,0.5,0.5,normal,3054.6036474987823,1
function 24,30,0.5,0.5,PSR,3050.1274949133785,1
function 24,30,0.5,0.5,MSR,3023.2405637418124,1
function 24,30,0.5,0.6,normal,3080.6881174351183,1
function 24,30,0.5,0.6,PSR,3059.4244745749343,1
function 24,30,0.5,0.6,MSR,3029.3157641881708,1
function 24,30,0.5,0.7,normal,3072.782710481127,1
function 24,30,0.5,0.7,PSR,3024.7970582178514,1
function 24,30,0.5,0.7,MSR,3033.723745268204,1
function 24,30,0.5,0.8,normal,3080.8176770247837,1
function 24,30,0.5,0.8,PSR,3008.6861773784935,1
function 24,30,0.5,0.8,MSR,3017.7680640942026,1
function 24,30,0.5,0.9,normal,3069.480033680454,1
function 24,30,0.5,0.9,PSR,2953.0028853560752,1
function 24,30,0.5,0.9,MSR,2958.1539239489694,1
function 24,30,0.5,1.0,normal,3294.0960856063693,1
function 24,30,0.5,1.0,PSR,3669.4113210740234,1
function 24,30,0.5,1.0,MSR,3547.2653580925376,1
function 24,30,0.6,0.0,normal,4214.522556900716,1
function 24,30,0.6,0.0,PSR,3999.878613809147,1
function 24,30,0.6,0.0,MSR,4165.377785764585,1
function 24,30,0.6,0.1,normal,3104.455466555807,1
function 24,30,0.6,0.1,PSR,3064.9362238570384,1
function 24,30,0.6,0.1,MSR,3069.3754308711236,1
function 24,30,0.6,0.2,normal,3083.0044549051586,1
function 24,30,0.6,0.2,PSR,3045.9151735174264,1
function 24,30,0.6,0.2,MSR,3044.0661549255974,1
function 24,30,0.6,0.3,normal,3080.1802734537564,1
function 24,30,0.6,0.3,PSR,3040.3120808151875,1
function 24,30,0.6,0.3,MSR,3063.063917695431,1
function 24,30,0.6,0.4,normal,3080.976867837884,1
function 24,30,0.6,0.4,PSR,3048.731816352296,1
function 24,30,0.6,0.4,MSR,3055.1097100900015,1
function 24,30,0.6,0.5,normal,3076.986448869342,1
function 24,30,0.6,0.5,PSR,3025.898581526838,1
function 24,30,0.6,0.5,MSR,3045.225681163155,1
function 24,30,0.6,0.6,normal,3089.688837731388,1
function 24,30,0.6,0.6,PSR,3044.5938852062964,1
function 24,30,0.6,0.6,MSR,3049.8659630809198,1
function 24,30,0.6,0.7,normal,3085.2494273625452,1
function 24,30,0.6,0.7,PSR,3048.4529583387066,1
function 24,30,0.6,0.7,MSR,3020.5262967449,1
function 24,30,0.6,0.8,normal,3079.176685226217,1
function 24,30,0.6,0.8,PSR,2992.83466843949,1
function 24,30,0.6,0.8,MSR,3039.0023087037116,1
function 24,30,0.6,0.9,normal,3117.6828118087797,1
function 24,30,0.6,0.9,PSR,2909.6193872277577,1
function 24,30,0.6,0.9,MSR,2897.640559084515,1
function 24,30,0.6,1.0,normal,3135.851497924463,1
function 24,30,0.6,1.0,PSR,3266.5790638000117,1
function 24,30,0.6,1.0,MSR,3520.5366964903915,1
function 24,30,0.7,0.0,normal,4314.799863640615,1
function 24,30,0.7,0.0,PSR,3578.411249813149,1
function 24,30,0.7,0.0,MSR,3886.9215752306504,1
function 24,30,0.7,0.1,normal,3115.9421940187694,1
function 24,30,0.7,0.1,PSR,3091.8673750327375,1
function 24,30,0.7,0.1,MSR,3086.0498620316935,1
function 24,30,0.7,0.2,normal,3122.8010819551746,1
function 24,30,0.7,0.2,PSR,3063.40853160436,1
function 24,30,0.7,0.2,MSR,3071.418342845688,1
function 24,30,0.7,0.3,normal,3089.047966082198,1
function 24,30,0.7,0.3,PSR,3061.1145625073977,1
function 24,30,0.7,0.3,MSR,3029.377201990588,1
function 24,30,0.7,0.4,normal,3086.505420623349,1
function 24,30,0.7,0.4,PSR,3043.6736038094523,1
function 24,30,0.7,0.4,MSR,3046.9898925133334,1
function 24,30,0.7,0.5,normal,3060.8580084118194,1
function 24,30,0.7,0.5,PSR,3026.08398231712,1
function 24,30,0.7,0.5,MSR,3054.8021263516594,1
function 24,30,0.7,0.6,normal,3093.893411158888,1
function 24,30,0.7,0.6,PSR,3020.9789196315796,1
function 24,30,0.7,0.6,MSR,3041.990913365644,1
function 24,30,0.7,0.7,normal,3112.4475823004623,1
function 24,30,0.7,0.7,PSR,3027.8928386334874,1
function 24,30,0.7,0.7,MSR,3018.1547220698912,1
function 24,30,0.7,0.8,normal,3086.862556734465,1
function 24,30,0.7,0.8,PSR,3023.1952115298377,1
function 24,30,0.7,0.8,MSR,3022.2786360917557,1
function 24,30,0.7,0.9,normal,3120.1411125248023,1
function 24,30,0.7,0.9,PSR,2984.020497346966,1
function 24,30,0.7,0.9,MSR,3034.4321288235224,1
function 24,30,0.7,1.0,normal,3334.3936691019308,1
function 24,30,0.7,1.0,PSR,3480.7737218078173,1
function 24,30,0.7,1.0,MSR,3508.905373645328,1
function 24,30,0.8,0.0,normal,4217.216265562084,1
function 24,30,0.8,0.0,PSR,4068.832011446222,1
function 24,30,0.8,0.0,MSR,3906.552504296722,1
function 24,30,0.8,0.1,normal,3076.6864740588017,1
function 24,30,0.8,0.1,PSR,3095.9237085642703,1
